Chapters,Verse,Verse_Number,Verse_Meaning
Chapter 11,"""Behold, O Arjuna, all the beings that exist in the past, present, and future. You can now see them, for all are contained within Me.""",Verse 11.6,"Krishna to Arjuna: O Arjuna, within My body, you shall see many marvelous things—unseen before! Behold the entire universe, moving and unmoving, contained within Me, unified as one divine form."
Chapter 11,"""Here you can see the many faces and arms, the brilliant radiance of My universal form, and the countless divine manifestations.""",Verse 11.7,"Krishna to Arjuna: But you cannot see this form with your ordinary eyes. Therefore, O Arjuna, I grant you divine vision. Behold My infinite, cosmic manifestation!"
Chapter 11,"""You cannot see Me with your physical eyes, but I give you divine sight. With this sight, behold My supreme form, which pervades the entire universe.""",Verse 11.8,"Sanjaya to Dhritarashtra: Saying this, Krishna displayed His universal form to Arjuna, revealing countless faces, infinite divine weapons, and wondrous celestial adornments, illuminating all directions."
Chapter 11,"""All the warriors of both sides, including Bhishma, Drona, and Karna, are being destroyed by My divine will. None can escape My power.""",Verse 11.9,"Sanjaya to Dhritarashtra: The universal form was radiant like a thousand suns rising at once, blindingly brilliant. It extended beyond all limits, filling the sky and space with its immeasurable splendor."
Chapter 11,"""O Arjuna, as you observe the destruction of all these warriors, know that they have already been doomed by My will. You are merely an instrument in the grand plan.""",Verse 11.10,"Sanjaya to Dhritarashtra: Arjuna saw the entire cosmos within Krishna’s infinite body—all gods, celestial beings, and entire realms of existence, displayed in divine harmony within Him."
Chapter 11,"""Behold the Kaurava army, which is on the verge of destruction. You can see their heads, their bodies, and their limbs falling in the battlefield, as all are being absorbed by My form.""",Verse 11.11,"Arjuna to Krishna: O Lord, I see within You the forms of all deities and beings. You are boundless, infinite in strength and radiance, shining in all directions like blazing fire and the sun combined."
Chapter 11,"""Arjuna, I am the Time that devours everything. I have already consumed all the great warriors. They are merely moving forward to their death.""",Verse 11.12,"Arjuna to Krishna: Your form is difficult to comprehend, O Krishna! It is immense, limitless, and adorned with numerous faces, hands, and divine weapons. Your sight overwhelms me completely."
Chapter 11,"""All the great warriors are already dead. You are only the instrument, O Arjuna. Do not be disturbed by what you see. It is inevitable.""",Verse 11.13,"Arjuna to Krishna: I see You with a crown, a mace, and a shining discus. Your brilliance is boundless, spreading everywhere, like a raging fire consuming the universe."
Chapter 11,"""Bhishma, Drona, Karna, and many other famous heroes have already been destroyed by My will. They will not be able to withstand the inevitable end.""",Verse 11.14,"Arjuna to Krishna: O Lord, seeing Your immense form that pervades the heavens, the earth, and all directions, my mind trembles in fear, and I find no peace."
Chapter 11,"""All the warriors in this battle, both the Kauravas and the Pandavas, will soon be consumed by My divine power. I am the ultimate cause of their destruction.""",Verse 11.15,"Arjuna to Krishna: All celestial beings seek refuge in You. Some praise You in awe, while others tremble in fear, watching Your infinite form spread across the cosmos."
Chapter 11,"""O Arjuna, you are the witness to this grand spectacle. The time has come for the destruction of the warriors, and it cannot be averted.""",Verse 11.16,"Arjuna to Krishna: I see the Rudras, the Adityas, the Vasus, and the celestial sages within You. I see You with countless eyes, mouths, arms, and terrifying fangs, devouring all directions."
Chapter 11,"""Now, I see your divine form with a thousand faces, arms, and eyes, adorned with all divine ornaments. The sight is overwhelming and astonishing.""",Verse 11.17,"Arjuna to Krishna: The brilliance of Your form surpasses anything I have ever seen! O Supreme Lord, Your boundless glory fills my heart with both devotion and fear."
Chapter 11,"""O Krishna, I now see You as the Supreme Being, who is the beginning and the end of all creation. You are the eternal, imperishable reality, beyond time and space.""",Verse 11.18,"Arjuna to Krishna: Seeing Your terrifying fangs and blazing eyes, I lose all sense of self. I feel my strength fade away, and I can barely stand before You."
Chapter 11,"""You are the creator, the preserver, and the destroyer of the universe. You are beyond all dualities and transcend both the material and the spiritual worlds.""",Verse 11.19,"Arjuna to Krishna: O Lord, the sons of Dhritarashtra, along with their allies and warriors, are rushing into Your enormous mouth! Some are crushed between Your teeth, their fates sealed."
Chapter 11,"""I see You as the supreme ruler of the universe, the cause of creation and destruction. You are beyond the understanding of all the gods and sages.""",Verse 11.20,"Arjuna to Krishna: Just as rivers flow swiftly into the ocean, so too do these warriors rush into Your blazing mouth, where they meet their inevitable destruction."
Chapter 11,"""Everything in the universe exists within You. You are the embodiment of the supreme consciousness, the eternal, undivided, and all-pervading reality.""",Verse 11.21,"Arjuna to Krishna: As moths rush into a flame, seeking their own demise, so too do these kings and warriors enter Your fiery jaws, perishing by Your divine will."
Chapter 11,"""Your vision reveals a form that is beyond the limitations of time and space. The entire universe is contained within Your being, which is eternal and ever-changing.""",Verse 11.22,"Arjuna to Krishna: O Krishna, Your all-consuming form devours everything! Who are You, O Supreme Being? What is Your true nature? Tell me, O Lord of the Universe!"
Chapter 11,"""O Krishna, I now understand that You are beyond all understanding and that You alone are the ultimate cause of the creation and destruction of the universe.""",Verse 11.23,"Krishna to Arjuna: I am Time, the great destroyer of all worlds. I have come to annihilate all these warriors. Even without you, they shall perish; victory is already decided."
Chapter 11,"""O Krishna, Your form is inconceivable and beyond comprehension. I bow to You, the supreme Lord, who is beyond all dualities.""",Verse 11.24,"Krishna to Arjuna: Arise, O Arjuna! Become My instrument in this battle. Slay your enemies, for they are already doomed by My divine decree. Seize your destiny and fight!"
Chapter 11,"""Your body is radiant and vast, like the cosmos itself. You are the eternal witness to all creation, and You are the ultimate source of all existence.""",Verse 11.25,"Sanjaya to Dhritarashtra: Hearing Krishna’s words, Arjuna, trembling in awe, bowed down before Him and, with folded hands, spoke in reverence and surrender."
Chapter 11,"""O Krishna, I see You in the form of all the gods, sages, and celestial beings. You are the source of all the virtues, powers, and attributes of the universe.""",Verse 11.26,"Arjuna to Krishna: O Lord, You are the eternal refuge, the imperishable Supreme Being. You are the knower of all things, the ultimate goal, the unchanging reality beyond comprehension."
Chapter 11,"""O Krishna, Your universal form contains all the beings that exist in the world. I see the entire creation, including the living and the non-living, absorbed within You.""",Verse 11.27,"Arjuna to Krishna: You are the beginning, the middle, and the end of all existence. You are the Supreme refuge of all beings, and You pervade everything as the infinite cosmic spirit."
Chapter 11,"""All the great warriors in this battle, including Bhishma and Drona, are being consumed by Your divine power. They are helpless before Your universal form.""",Verse 11.28,"Arjuna to Krishna: You are the Lord of all deities, the primal cause of the universe, the sustainer of all. O Krishna, You alone are the eternal truth that transcends creation."
Chapter 11,"""O Krishna, I see that You are beyond the scope of both time and space. You are the ultimate cause of both creation and destruction in the universe.""",Verse 11.29,"Arjuna to Krishna: I bow down before You in infinite reverence! O Supreme Being, forgive my faults, whether committed knowingly or unknowingly, in ignorance or devotion."
Chapter 11,"""O Krishna, I see that the destruction of the Kauravas and the Pandavas is inevitable. It is only by Your will that the great warriors are being consumed.""",Verse 11.30,"Arjuna to Krishna: Just as a father forgives his son, a friend forgives his companion, or a lover forgives their beloved, O Lord, please forgive my transgressions."
